record_id,farmer_id,crop,state,lga,harvest_date,season,quantity_harvested_kg,post_harvest_loss_pct,quantity_sold_kg,farm_gate_price_per_kg,market_price_per_kg,gross_revenue_ngn,transport_mode,transport_cost_ngn,destination_market,days_to_market,storage_type,fertilizer_used,irrigation_used,cooperative_member
AGR-615923,FRM-01154,Cowpea,Benue,Gregoryland,4/3/2021,Wet Season,4837.36,11.5,4281.06,887.26,2490.42,10661637.45,Motorcycle,3800,Mile 12,2,Open Air,Yes,Yes,Yes
AGR-615924,FRM-09448,Cowpea,Plateau,New Jeffrey,1/2/2021,Wet Season,10226.46,32,6953.99,1926.78,2922.43,20322549,Motorcycle,41300,Kantin Kwari,8,None,Yes,Yes,No
AGR-615925,FRM-05875,Rice,Benue,North Anthonyshire,4/15/2021,Off-Season,23571.65,29.2,16688.73,1358.39,1908.56,31851442.53,Rail,43400,Wuse Market,19,Open Air,Yes,No,No
AGR-615926,FRM-09729,Yam,Imo,East Kimberly,6/24/2021,Off-Season,1425.07,25.7,1058.83,1994.42,4575.33,4844496.66,Motorcycle,20800,Oja Oba,2,Cold Storage,No,Yes,Yes
AGR-615927,FRM-07120,Cassava,Borno,East Samantha,9/3/2021,Dry Season,5189.15,11.6,4587.21,1117.21,1882.59,8635835.67,Van,4000,Mile 12,9,None,Yes,No,No
AGR-615928,FRM-00567,Cowpea,Kaduna,North Kennethland,6/26/2022,Wet Season,19895.3,7.5,18403.15,609.15,950.6,17494034.39,Motorcycle,2200,Kantin Kwari,10,Cold Storage,No,No,Yes
AGR-615929,FRM-08560,Groundnut,Plateau,Stephanieberg,1/13/2021,Off-Season,1420.06,33.1,950.02,754.82,1394.66,1324954.89,Rail,18300,Kantin Kwari,6,Warehouse,No,Yes,No
AGR-615930,FRM-02946,Tomato,Oyo,Ellisburgh,12/16/2023,Off-Season,40593.78,20.9,32109.68,205.67,346.83,11136600.31,Truck,32500,Kantin Kwari,16,Open Air,No,No,Yes
AGR-615931,FRM-06861,Cowpea,Benue,North Katherineside,7/1/2022,Off-Season,22303.7,33.8,14765.05,1800.43,4520.4,66743932.02,Boat,17800,Wuse Market,4,Cold Storage,No,Yes,Yes
AGR-615932,FRM-01810,Pepper,Anambra,Martinstad,3/2/2023,Off-Season,19590.89,30,13713.62,198.89,483.88,6635746.45,Van,38600,Gbagi Market,7,Open Air,No,No,Yes
AGR-615933,FRM-02186,Maize,Borno,New Taylorland,12/20/2023,Off-Season,39301.45,19.1,31794.87,1920.66,4299.17,136691551.3,Boat,45400,Oja Oba,3,Warehouse,Yes,Yes,Yes
AGR-615934,FRM-01741,Plantain,Plateau,West Michaelbury,2/26/2022,Wet Season,712.41,27.8,514.36,1818.07,3557.46,1829815.13,Truck,45400,Oyingbo,14,None,No,No,No
AGR-615935,FRM-05472,Plantain,Imo,Brownton,11/25/2023,Dry Season,20330.18,26.9,14861.36,104.01,238.35,3542205.16,Truck,47200,Gbagi Market,11,Open Air,No,Yes,No
AGR-615936,FRM-08002,Sorghum,Oyo,South Heatherville,10/30/2022,Dry Season,47064.32,4.2,45087.62,1051.28,2963.17,133602283,Motorcycle,15700,Kantin Kwari,15,Cold Storage,Yes,Yes,Yes
AGR-615937,FRM-07493,Plantain,Plateau,North Jillport,5/10/2022,Off-Season,22915.73,13.2,19890.85,133.48,188.06,3740673.25,Van,47200,Wuse Market,6,Open Air,No,Yes,No
AGR-615938,FRM-08063,Sorghum,Oyo,Sellersmouth,4/5/2021,Dry Season,48258.01,27.5,34987.06,1195.85,2948.03,103142902.5,Truck,19700,Kantin Kwari,21,Cold Storage,No,Yes,No
AGR-615939,FRM-00121,Groundnut,Anambra,Delgadomouth,1/23/2023,Dry Season,38955.31,20.3,31047.38,306.77,457.24,14196104.03,Rail,44100,Wuse Market,8,None,No,No,No
AGR-615940,FRM-07697,Plantain,Plateau,East Andrew,12/22/2022,Dry Season,14522.89,33,9730.34,325.83,462.06,4496000.9,Rail,27600,Eke Awka,6,Warehouse,Yes,No,Yes
AGR-615941,FRM-07774,Cassava,Ogun,North Cherylland,7/4/2021,Wet Season,19654.01,25.8,14583.28,1346.82,3157.49,46046560.77,Motorcycle,27000,Dawanau Market,1,Warehouse,Yes,Yes,Yes
AGR-615942,FRM-08336,Cassava,Borno,West Alicia,2/2/2022,Dry Season,29912.56,25.8,22195.12,1239.4,3115.64,69152003.68,Motorcycle,29000,Oyingbo,19,Warehouse,Yes,No,No
AGR-615943,FRM-07217,Yam,Borno,Port Maryport,3/27/2023,Dry Season,21494.38,9.3,19495.4,1314.64,3198.67,62359351.12,Motorcycle,17000,Mile 12,16,Open Air,No,No,Yes
AGR-615944,FRM-02821,Yam,Anambra,Dayborough,8/4/2023,Dry Season,16749,30.9,11573.56,845.74,2403.78,27820292.06,Boat,40500,Wuse Market,9,None,Yes,No,No
AGR-615945,FRM-08235,Groundnut,Oyo,Lake Thomaston,4/1/2021,Dry Season,39661.32,14.7,33831.11,691.24,1444,48852122.84,Van,14400,Eke Awka,10,Cold Storage,Yes,Yes,Yes
AGR-615946,FRM-00377,Soybean,Ogun,Port Travis,12/15/2022,Dry Season,4122.94,26.8,3017.99,583.56,1480.93,4469431.93,Rail,23600,Oyingbo,18,None,Yes,No,No
AGR-615947,FRM-06015,Maize,Zamfara,New Lisa,4/2/2023,Wet Season,20612.66,24.9,15480.11,675.89,1816.49,28119465.01,Motorcycle,22100,Oyingbo,17,Cold Storage,No,Yes,No
AGR-615948,FRM-01581,Tomato,Imo,North Michellefort,4/4/2021,Dry Season,45846.19,8.1,42132.65,1844.9,4912.4,206972429.9,Van,18500,Oyingbo,21,Silo,No,No,Yes
AGR-615949,FRM-06597,Pepper,Kano,Lake Louis,9/4/2022,Dry Season,9473.44,30.9,6546.15,134.06,216.5,1417241.47,Boat,18700,Kantin Kwari,1,Warehouse,No,No,Yes
AGR-615950,FRM-02869,Rice,Anambra,Graychester,6/12/2021,Off-Season,10981.36,8.3,10069.91,511.84,1166.38,11745341.63,Boat,26300,Gbagi Market,7,Silo,Yes,Yes,No
AGR-615951,FRM-00090,Wheat,Borno,Lake Ralphbury,6/26/2021,Dry Season,1461.73,20.6,1160.61,944.48,2542.29,2950607.2,Truck,41000,Eke Awka,6,Warehouse,Yes,Yes,Yes
AGR-615952,FRM-07886,Plantain,Imo,Stephenside,9/20/2023,Wet Season,43231.75,25.2,32337.35,139.33,402.49,13015460,Rail,43700,Dawanau Market,7,Cold Storage,No,Yes,No
AGR-615953,FRM-08654,Groundnut,Anambra,Cooperview,10/28/2022,Wet Season,28151,2.2,27531.68,916.05,1270.88,34989461.48,Motorcycle,28400,Dawanau Market,18,None,Yes,Yes,Yes
AGR-615954,FRM-04078,Cowpea,Plateau,North Samantha,9/25/2021,Dry Season,16597.05,18.4,13543.19,866.15,1390.7,18834514.33,Van,8700,Gbagi Market,14,Silo,Yes,Yes,No
AGR-615955,FRM-05521,Cowpea,Kaduna,South Maryberg,5/22/2021,Dry Season,10747.37,34.3,7061.02,535.64,800.67,5653546.88,Rail,23800,Wuse Market,1,Silo,Yes,Yes,No
AGR-615956,FRM-07048,Tomato,Anambra,West Pamelaview,11/24/2022,Dry Season,34311.75,19.8,27518.02,590.72,1251.8,34447057.44,Rail,38100,Gbagi Market,10,Warehouse,Yes,No,Yes
AGR-615957,FRM-07275,Cowpea,Plateau,Wilsonside,4/18/2023,Wet Season,18273.08,18.2,14947.38,1612.24,4455.79,66602386.33,Truck,13900,Dawanau Market,12,Cold Storage,Yes,Yes,No
AGR-615958,FRM-05931,Plantain,Anambra,South Deborah,5/24/2023,Dry Season,23013.55,17.7,18940.15,246.5,722.71,13688235.81,Motorcycle,39600,Kantin Kwari,12,Silo,No,Yes,Yes
AGR-615959,FRM-09716,Yam,Zamfara,Maryfort,1/7/2021,Wet Season,14650.73,26,10841.54,1086.11,1857.98,20143364.49,Boat,15500,Kantin Kwari,9,Warehouse,No,No,Yes
AGR-615960,FRM-09572,Maize,Ogun,West Melissa,6/22/2022,Dry Season,45046.65,4.9,42839.36,763.87,1200.38,51423510.96,Motorcycle,21600,Kantin Kwari,17,Silo,Yes,Yes,Yes
AGR-615961,FRM-06989,Plantain,Borno,Rickyside,5/21/2021,Dry Season,28418.34,27.1,20716.97,1513.78,4492.46,93070159.05,Truck,8500,Oyingbo,12,Silo,No,No,No
AGR-615962,FRM-08685,Cowpea,Niger,Rachelmouth,10/15/2023,Off-Season,33935.3,32.8,22804.52,441.06,1287.82,29368116.95,Van,25700,Dawanau Market,18,Silo,No,Yes,No
AGR-615963,FRM-09719,Soybean,Imo,Gordonside,1/12/2021,Wet Season,20394.29,14.2,17498.3,330.56,438.43,7671779.67,Boat,2900,Dawanau Market,4,Cold Storage,Yes,No,Yes
AGR-615964,FRM-08997,Groundnut,Plateau,Anthonyfurt,10/15/2021,Dry Season,49815.01,34.9,32429.57,1424.76,1858.65,60275220.28,Rail,12900,Oyingbo,9,Silo,Yes,No,No
AGR-615965,FRM-08431,Wheat,Borno,South Andreabury,5/30/2022,Dry Season,48260.38,10.2,43337.82,1835.51,2498.17,108265241.8,Van,34400,Eke Awka,13,Silo,Yes,Yes,No
AGR-615966,FRM-08928,Soybean,Oyo,Fryetown,12/29/2022,Dry Season,10809.21,14.4,9252.68,1656.18,4945.31,45757370.93,Motorcycle,24600,Oja Oba,14,Cold Storage,Yes,Yes,Yes
AGR-615967,FRM-08910,Cassava,Imo,South Daniel,11/4/2021,Off-Season,30685.67,6.7,28629.73,1166.24,3392.24,97118915.3,Van,14500,Kantin Kwari,11,Warehouse,No,Yes,No
AGR-615968,FRM-01176,Rice,Oyo,South Juliefurt,5/28/2021,Dry Season,27299.49,8.7,24924.43,1317.29,1825.51,45499796.21,Boat,12900,Mile 12,21,Silo,Yes,No,No
AGR-615969,FRM-09934,Pepper,Plateau,South Fernandoview,8/1/2022,Off-Season,7267.36,27.8,5247.03,1056.14,2288.72,12008982.5,Boat,6200,Gbagi Market,4,Silo,No,Yes,Yes
AGR-615970,FRM-04639,Wheat,Borno,Lake Danielport,2/5/2021,Wet Season,10631.62,22.9,8196.98,60,133,1090198.34,Truck,12600,Gbagi Market,10,Open Air,No,Yes,No
AGR-615971,FRM-03093,Tomato,Benue,Brandonland,7/18/2021,Dry Season,5103.96,8.1,4690.54,715.44,2042.89,9582257.26,Boat,31000,Kantin Kwari,19,None,No,No,No
AGR-615972,FRM-08761,Groundnut,Plateau,Williamshaven,8/25/2021,Wet Season,8685.64,17.1,7200.4,1708.84,4057.85,29218143.14,Truck,36200,Oja Oba,21,Open Air,Yes,Yes,No
AGR-615973,FRM-03378,Tomato,Cross River,New Christopher,6/18/2021,Dry Season,6444.21,9.5,5832.01,1648.07,4122.72,24043744.27,Rail,13700,Gbagi Market,8,Open Air,No,No,Yes
AGR-615974,FRM-06668,Cassava,Cross River,South Jacobmouth,4/4/2022,Wet Season,24588.18,33.7,16301.96,395.7,922.7,15041818.49,Van,45800,Kantin Kwari,18,None,No,Yes,Yes
AGR-615975,FRM-05248,Yam,Kano,North Elizabethbury,5/14/2021,Dry Season,1180.55,18.1,966.87,1489.75,2824.11,2730547.24,Rail,46900,Eke Awka,20,Open Air,Yes,Yes,No
AGR-615976,FRM-08841,Cassava,Ogun,North Kelly,7/28/2022,Dry Season,37136.99,20.4,29561.04,1658.58,3032.86,89654495.77,Motorcycle,34300,Oja Oba,8,Silo,Yes,Yes,Yes
AGR-615977,FRM-02058,Wheat,Kano,Gregoryborough,12/15/2022,Dry Season,17645.72,17.1,14628.3,74.71,143.21,2094918.84,Truck,35200,Wuse Market,11,Silo,Yes,No,No
AGR-615978,FRM-06720,Sorghum,Niger,Cruzshire,5/7/2021,Dry Season,12308.1,5.4,11643.46,1752.99,4999.69,58213690.53,Van,45500,Eke Awka,12,Cold Storage,Yes,No,Yes
AGR-615979,FRM-00190,Plantain,Ogun,North Pam,7/17/2023,Dry Season,14704.64,29.3,10396.18,599.13,1575.4,16378141.97,Boat,15000,Dawanau Market,4,None,Yes,Yes,Yes
AGR-615980,FRM-06547,Wheat,Kaduna,South Andrea,3/13/2023,Off-Season,36993.73,20.6,29373.02,879.68,2253.45,66190631.92,Rail,16200,Dawanau Market,18,Open Air,Yes,Yes,Yes
AGR-615981,FRM-03481,Soybean,Benue,New Joshuahaven,7/9/2021,Off-Season,48440.02,20,38752.02,1201.4,3208.09,124319967.8,Motorcycle,36100,Mile 12,5,None,Yes,Yes,No
AGR-615982,FRM-00138,Tomato,Anambra,Lake Melissaburgh,7/13/2022,Off-Season,44110.1,12.2,38728.67,380.65,621.49,24069481.12,Boat,32400,Kantin Kwari,17,Warehouse,No,No,No
AGR-615983,FRM-01397,Rice,Anambra,Sandraside,11/30/2021,Wet Season,30810.29,21.4,24216.89,1092.67,2063.95,49982450.12,Truck,21000,Mile 12,13,Cold Storage,Yes,Yes,No
AGR-615984,FRM-00906,Wheat,Oyo,Amberton,8/3/2023,Dry Season,2864.11,22.4,2222.55,642.49,1091.94,2426891.25,Van,31000,Mile 12,14,None,No,No,No
AGR-615985,FRM-08281,Soybean,Borno,Wrightbury,6/11/2021,Off-Season,22955.86,17,19053.36,1091.07,2789.91,53157159.6,Truck,17400,Kantin Kwari,2,Warehouse,No,No,Yes
AGR-615986,FRM-04782,Sorghum,Cross River,Jamesborough,7/22/2022,Off-Season,16409.57,17.9,13472.26,511.1,1268.41,17088349.31,Rail,40100,Wuse Market,13,None,No,Yes,No
AGR-615987,FRM-01810,Sorghum,Benue,New Sabrinafort,9/17/2023,Off-Season,1638.03,11.8,1444.74,269.71,679.89,982264.28,Truck,44500,Kantin Kwari,21,None,No,No,No
AGR-615988,FRM-07551,Soybean,Kano,Micheleport,9/6/2022,Off-Season,29745.35,22.1,23171.63,1734.2,3163.76,73309476.13,Rail,27500,Dawanau Market,13,Open Air,Yes,Yes,No
AGR-615989,FRM-05129,Maize,Benue,Wardshire,10/26/2023,Off-Season,21505.93,23.2,16516.55,1246.52,3300.12,54506596.99,Motorcycle,8100,Mile 12,15,None,Yes,Yes,No
AGR-615990,FRM-03607,Tomato,Niger,New Jamesview,2/2/2022,Wet Season,25288.25,12.1,22228.37,1665.43,2908.52,64651658.71,Rail,41100,Wuse Market,17,Open Air,Yes,Yes,No
AGR-615991,FRM-02550,Yam,Niger,Taylorchester,6/26/2023,Dry Season,29960.4,31.1,20642.72,1222.19,1813.94,37444655.52,Rail,5400,Kantin Kwari,15,Warehouse,Yes,No,No
AGR-615992,FRM-04222,Maize,Plateau,Higginsfurt,11/7/2021,Wet Season,11901.76,14.7,10152.2,696.8,1450.21,14722821.96,Boat,24900,Oja Oba,11,Warehouse,Yes,Yes,Yes
AGR-615993,FRM-08073,Groundnut,Zamfara,Hursttown,5/6/2021,Wet Season,49974.26,27,36481.21,704.12,1732.67,63209898.13,Motorcycle,3400,Oja Oba,3,Cold Storage,No,Yes,Yes
AGR-615994,FRM-01376,Cowpea,Zamfara,Andradeton,1/16/2022,Dry Season,33363.34,19.1,26990.94,1962.11,5853.97,158004153,Motorcycle,3300,Eke Awka,21,Silo,Yes,Yes,Yes
AGR-615995,FRM-09704,Tomato,Oyo,Woodsport,11/18/2023,Dry Season,29429.69,29.9,20630.21,84.43,224.88,4639321.62,Truck,42600,Gbagi Market,11,None,No,No,No
AGR-615996,FRM-05393,Groundnut,Anambra,North Lisa,2/8/2021,Dry Season,20197.86,12,17774.12,400.68,976.37,17354117.54,Truck,16000,Kantin Kwari,3,Cold Storage,No,Yes,Yes
AGR-615997,FRM-09288,Soybean,Kaduna,East Tonyafort,5/25/2021,Wet Season,4265.42,8.4,3907.12,1176.54,1923.13,7513899.69,Rail,13200,Kantin Kwari,4,None,No,Yes,No
AGR-615998,FRM-04766,Maize,Anambra,North James,5/21/2021,Off-Season,29107.36,11.4,25789.12,395.63,1106.74,28541850.67,Truck,12300,Gbagi Market,1,Warehouse,Yes,No,No
AGR-615999,FRM-07103,Cassava,Benue,New Calebborough,10/11/2022,Off-Season,29182.91,28.8,20778.23,651.1,1550.76,32222047.95,Truck,15400,Wuse Market,10,Open Air,Yes,Yes,Yes
AGR-616000,FRM-07120,Wheat,Kaduna,Lake Kimberlyfurt,7/3/2022,Off-Season,33637.75,27.9,24252.82,857.64,2459.02,59638169.44,Van,14700,Dawanau Market,17,Cold Storage,Yes,No,No
AGR-616001,FRM-09027,Tomato,Imo,North Christinaville,12/20/2021,Dry Season,37406.48,29.7,26296.76,648.13,1250.23,32876998.25,Rail,45900,Mile 12,17,Open Air,No,No,No
AGR-616002,FRM-04128,Soybean,Benue,Clarkburgh,1/31/2021,Dry Season,46435.94,20.1,37102.32,1035.34,2399.02,89009207.73,Rail,38700,Oyingbo,5,Cold Storage,Yes,No,No
AGR-616003,FRM-09665,Sorghum,Imo,West Troyland,5/13/2021,Wet Season,26199.19,31.6,17920.25,664,1444.9,25892969.23,Motorcycle,27800,Wuse Market,19,Open Air,No,Yes,No
AGR-616004,FRM-04102,Tomato,Borno,East Caitlynside,2/12/2022,Dry Season,13836.68,3.2,13393.91,445.81,953.83,12775513.18,Rail,14400,Gbagi Market,21,Open Air,Yes,No,No
AGR-616005,FRM-00564,Cassava,Kano,East Kathyport,12/16/2021,Off-Season,27414.29,15.3,23219.9,1540.18,3979.66,92407307.23,Rail,40200,Oyingbo,7,Open Air,No,No,No
AGR-616006,FRM-02027,Yam,Kano,North Kathleenchester,8/1/2022,Wet Season,25642.97,13.5,22181.17,308.84,494.21,10962156.03,Rail,45500,Gbagi Market,8,None,No,Yes,Yes
AGR-616007,FRM-02406,Yam,Plateau,Port Eric,1/21/2023,Dry Season,33874.03,17.1,28081.57,1121.97,2794.2,78465522.89,Boat,10800,Oyingbo,13,None,No,No,No
AGR-616008,FRM-05971,Cowpea,Plateau,Michaelport,12/31/2022,Wet Season,12095.72,30.7,8382.33,1915.81,4145.9,34752301.95,Rail,14100,Eke Awka,13,None,No,Yes,No
AGR-616009,FRM-06803,Cowpea,Niger,Stevenview,3/16/2022,Off-Season,31637.76,9,28790.36,90.27,239.23,6887517.82,Rail,31300,Oyingbo,13,Silo,No,No,Yes
AGR-616010,FRM-05964,Cowpea,Niger,East Christy,9/16/2022,Dry Season,36762.93,31.5,25182.61,584.02,1699.78,42804896.83,Motorcycle,10000,Dawanau Market,13,Warehouse,No,Yes,No
AGR-616011,FRM-07591,Yam,Plateau,Matthewfurt,9/13/2023,Dry Season,49962.84,32.2,33874.81,1069.89,2285.64,77425620.73,Rail,12500,Oja Oba,19,Warehouse,Yes,No,No
AGR-616012,FRM-00772,Groundnut,Plateau,Evanmouth,3/23/2023,Dry Season,35646.54,34.2,23455.42,1986.46,3210.64,75306909.67,Boat,18000,Gbagi Market,8,Cold Storage,Yes,No,No
AGR-616013,FRM-08940,Maize,Niger,Perryburgh,5/2/2021,Off-Season,46198.56,26.4,34002.14,253.4,391.72,13319318.28,Rail,34200,Eke Awka,7,Silo,No,No,No
AGR-616014,FRM-00588,Groundnut,Zamfara,West Charles,5/11/2021,Dry Season,7126.88,5.8,6713.52,424.33,956.31,6420206.31,Rail,29800,Oyingbo,19,None,Yes,Yes,Yes
AGR-616015,FRM-01942,Plantain,Benue,Lake Ronald,10/1/2021,Off-Season,41268.74,17.5,34046.71,86.9,165.35,5629623.5,Van,45400,Eke Awka,6,Warehouse,Yes,No,No
AGR-616016,FRM-09994,Soybean,Borno,Goodmanton,2/13/2022,Dry Season,24209.72,25.5,18036.24,365.99,839.56,15142505.65,Rail,45800,Kantin Kwari,10,Open Air,No,No,Yes
AGR-616017,FRM-02408,Sorghum,Anambra,Port Rachelborough,3/15/2022,Wet Season,4036.03,30,2825.22,788.19,1050.19,2967017.79,Truck,47200,Oja Oba,16,None,Yes,Yes,Yes
AGR-616018,FRM-01841,Rice,Benue,Edwardton,12/4/2022,Off-Season,24421.66,26.3,17998.76,633.25,1228.17,22105537.07,Truck,19800,Wuse Market,18,Cold Storage,No,No,Yes
AGR-616019,FRM-02590,Cassava,Cross River,Jacksonport,1/29/2023,Off-Season,25236.75,5.9,23747.78,364.56,619.52,14712224.67,Motorcycle,7700,Dawanau Market,10,None,No,Yes,Yes
AGR-616020,FRM-03102,Pepper,Kano,Port Christopherview,2/6/2022,Wet Season,22393.35,11.1,19907.69,541,1162.56,23143884.09,Rail,16900,Oja Oba,18,Open Air,No,Yes,No
AGR-616021,FRM-01440,Pepper,Kaduna,North Charlesberg,3/4/2023,Off-Season,9391.69,17.1,7785.71,1675.97,3382.06,26331738.36,Motorcycle,9700,Mile 12,13,Open Air,Yes,No,Yes
AGR-616022,FRM-01244,Cowpea,Ogun,Frankmouth,5/10/2022,Wet Season,14989.81,9.4,13580.77,1192.49,3336.79,45316177.53,Van,42500,Dawanau Market,2,Warehouse,No,No,No
AGR-616023,FRM-00945,Soybean,Niger,West Bethany,8/11/2022,Off-Season,15838.37,14.7,13510.13,261.35,542.87,7334244.27,Rail,47300,Oja Oba,2,Warehouse,No,No,Yes
AGR-616024,FRM-07317,Maize,Oyo,New Lindsay,6/23/2023,Wet Season,20850.92,8.3,19120.29,868.15,1435.94,27455589.22,Motorcycle,33600,Mile 12,5,Open Air,No,No,No
AGR-616025,FRM-01587,Maize,Borno,Reesetown,10/24/2022,Wet Season,6247.16,18,5122.67,1799.57,5396.46,27644283.75,Truck,36900,Eke Awka,6,Warehouse,Yes,Yes,Yes
AGR-616026,FRM-08094,Wheat,Zamfara,Port Crystalport,5/25/2022,Off-Season,39176.22,8.6,35807.07,641.91,1134.97,40639950.24,Truck,24100,Kantin Kwari,14,None,No,No,No
AGR-616027,FRM-09865,Pepper,Benue,Lake Andrewfurt,5/26/2022,Wet Season,30276.05,7.7,27944.79,283.19,387.49,10828326.68,Rail,1300,Gbagi Market,6,Silo,Yes,No,Yes
AGR-616028,FRM-05894,Cassava,Kaduna,North Kaitlyn,1/29/2021,Wet Season,44297.74,6.7,41329.79,1492.57,3415.18,141148672.2,Van,22000,Oja Oba,9,Open Air,Yes,Yes,Yes
AGR-616029,FRM-03339,Cowpea,Anambra,Port Williamhaven,2/5/2023,Wet Season,735.4,8.1,675.83,839.9,2098.14,1417985.96,Boat,30700,Oyingbo,6,Cold Storage,No,No,Yes
AGR-616030,FRM-08165,Groundnut,Kano,Garrettchester,1/11/2022,Off-Season,16607.72,27.8,11990.77,1248.75,1939.27,23253340.54,Truck,40400,Oyingbo,7,Cold Storage,Yes,Yes,Yes
AGR-616031,FRM-04947,Pepper,Cross River,Crystalfurt,3/5/2023,Dry Season,469.66,30.3,327.35,479.36,977.84,320095.92,Boat,39200,Wuse Market,7,Silo,No,Yes,No
AGR-616032,FRM-09952,Sorghum,Benue,Jasonfort,6/5/2022,Off-Season,27174.01,14.7,23179.43,226.03,485.68,11257785.56,Van,24900,Oyingbo,16,None,No,Yes,Yes
AGR-616033,FRM-02050,Yam,Cross River,Bethborough,11/16/2022,Wet Season,26680.21,5.6,25186.12,824.38,2188.53,55120579.2,Van,25000,Gbagi Market,14,Warehouse,No,Yes,Yes
AGR-616034,FRM-04676,Wheat,Imo,Ronaldstad,12/18/2022,Wet Season,16228.93,10.5,14524.89,1690.8,4791.2,69591652.97,Boat,12400,Oyingbo,10,Warehouse,No,Yes,Yes
AGR-616035,FRM-05302,Yam,Anambra,East Danny,5/31/2022,Dry Season,26929.04,7,25044.01,1729.48,3823.56,95757274.88,Motorcycle,28200,Wuse Market,16,None,No,Yes,No
AGR-616036,FRM-04106,Plantain,Kano,New Melissashire,12/1/2022,Wet Season,16497.95,26.6,12109.5,1759.08,4052.35,49071932.32,Van,15300,Dawanau Market,21,Warehouse,No,No,No
AGR-616037,FRM-07010,Cassava,Imo,North Lawrencefort,11/26/2022,Dry Season,21582.26,15.8,18172.26,318.58,636.68,11569914.5,Boat,36400,Mile 12,6,None,No,No,No
AGR-616038,FRM-06033,Soybean,Benue,Parkside,1/2/2023,Dry Season,3592.63,11.7,3172.29,1642.87,3424.14,10862365.08,Van,27600,Kantin Kwari,6,Open Air,No,Yes,No
AGR-616039,FRM-01877,Cowpea,Kaduna,West Ashley,1/20/2022,Wet Season,39162.78,26.5,28784.64,283.49,594.35,17108150.78,Truck,18800,Oyingbo,18,Silo,Yes,Yes,Yes
AGR-616040,FRM-05533,Cassava,Cross River,Rachelview,5/19/2022,Wet Season,23719.13,21.7,18572.08,1330.92,1952.56,36263100.52,Boat,29200,Dawanau Market,2,Silo,Yes,Yes,Yes
AGR-616041,FRM-04188,Cassava,Imo,Tammyville,12/16/2022,Dry Season,47504.63,20.2,37908.69,1415.54,3867.02,146593662.4,Motorcycle,31300,Wuse Market,18,Cold Storage,No,Yes,No
AGR-616042,FRM-07048,Pepper,Kaduna,Lawrenceville,9/25/2022,Wet Season,2150.32,5.1,2040.65,1346.92,1759.26,3590033.92,Rail,39300,Eke Awka,21,Cold Storage,No,Yes,Yes
AGR-616043,FRM-01653,Plantain,Kano,Phillipstown,8/10/2023,Wet Season,49619.27,7.4,45947.44,1389.62,2384.65,109568562.8,Motorcycle,31500,Oyingbo,9,Open Air,Yes,No,Yes
AGR-616044,FRM-02678,Yam,Kaduna,New Nancy,1/31/2021,Off-Season,46341.85,17.9,38046.66,1211.79,1600.18,60881504.4,Truck,16000,Kantin Kwari,1,None,No,Yes,No
AGR-616045,FRM-04430,Wheat,Kaduna,New Rebecca,10/4/2023,Dry Season,20077.16,7.6,18551.3,1152.8,1729.44,32083360.27,Boat,33500,Kantin Kwari,8,Cold Storage,Yes,No,No
AGR-616046,FRM-06732,Sorghum,Niger,North Andrewstad,11/30/2021,Wet Season,48442.08,23.9,36864.42,1101.31,2170.98,80031918.53,Motorcycle,25400,Oja Oba,13,Silo,Yes,Yes,No
AGR-616047,FRM-07560,Rice,Imo,Autumnchester,1/9/2021,Wet Season,3876.04,19.2,3131.84,1368.95,2341.52,7333266,Motorcycle,50000,Dawanau Market,4,Open Air,Yes,No,No
AGR-616048,FRM-03849,Yam,Borno,Holdenmouth,5/31/2021,Dry Season,42865.63,5.7,40422.29,367.27,1067.84,43164538.15,Van,10500,Kantin Kwari,13,Warehouse,Yes,No,No
AGR-616049,FRM-02231,Plantain,Kano,Bradleyshire,10/11/2021,Off-Season,39608.69,7.3,36717.26,685.4,1268,46557485.68,Boat,21400,Wuse Market,20,Cold Storage,Yes,Yes,Yes
AGR-616050,FRM-09964,Soybean,Niger,Russellborough,12/27/2021,Wet Season,31137.93,12.1,27370.24,395.69,635.08,17382292.02,Truck,1400,Wuse Market,15,Silo,Yes,Yes,No
AGR-616051,FRM-01866,Yam,Cross River,Curtisland,2/5/2023,Wet Season,8758.33,31.9,5964.42,1348.2,2482.8,14808461.98,Motorcycle,7200,Oyingbo,13,Cold Storage,Yes,Yes,No
AGR-616052,FRM-09610,Wheat,Kano,Paulton,12/22/2021,Wet Season,1772.55,28.2,1272.69,898.75,1558.1,1982978.29,Van,13900,Oyingbo,4,Open Air,Yes,No,No
AGR-616053,FRM-02478,Plantain,Ogun,Allisonborough,10/9/2021,Dry Season,16278.27,30.2,11362.23,705.66,1330.34,15115629.06,Motorcycle,19200,Dawanau Market,20,Cold Storage,No,No,No
AGR-616054,FRM-05433,Sorghum,Imo,Mccartyport,1/23/2022,Wet Season,44522.62,32.2,30186.34,760.24,1253.26,37831332.47,Van,4400,Kantin Kwari,1,Open Air,No,Yes,No
AGR-616055,FRM-01153,Maize,Anambra,Lake Maryland,10/13/2022,Wet Season,43512.08,24.2,32982.16,659.97,1627.44,53676486.47,Motorcycle,20800,Oja Oba,14,Silo,No,No,Yes
AGR-616056,FRM-09786,Tomato,Niger,Roblesland,1/16/2021,Wet Season,20162.41,8.3,18488.93,387.05,701.91,12977564.86,Truck,2800,Oja Oba,14,Warehouse,No,No,Yes
